Date,Store,Dept,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
2026-06-09,4,4,43137.28,30.69,3.44,231.13,10.83,1
2026-06-10,26,19,43303.89,36.17,3.08,281.59,3.42,0
2026-06-11,40,7,28757.88,23.81,3.68,241.39,8.45,1
2026-06-12,9,4,56063.7,24.58,2.2,210.55,4.7,0
2026-06-13,5,2,58016.46,28.88,3.76,215.79,11.75,0
2026-06-14,32,7,50981.26,27.25,2.2,267.35,6.68,1
2026-06-15,20,3,63798.61,34.79,3.27,295.01,8.61,0
2026-06-16,11,15,63941.11,30.81,3.06,286.96,6.16,1
2026-06-17,15,1,51047.51,4.82,2.67,212.95,4.98,0
2026-06-18,32,2,58782.44,37.13,2.94,201.64,9.19,1
2026-06-19,28,10,82590.21,27.32,2.0,202.64,11.45,0
2026-06-20,22,16,37669.19,5.09,2.97,255.48,3.54,0
2026-06-21,41,15,61597.47,30.88,2.24,248.59,10.43,0
2026-06-22,17,15,51302.37,14.34,4.76,201.34,6.07,0
2026-06-23,26,14,65686.2,32.24,2.22,205.71,4.09,0
2026-06-24,44,14,38097.67,38.22,4.86,299.98,9.42,0
2026-06-25,7,6,53004.18,10.21,3.47,296.49,3.74,0
2026-06-26,42,14,39806.0,34.3,3.54,212.67,9.55,0
2026-06-27,26,17,23495.19,30.94,4.36,216.41,6.92,1
2026-06-28,25,18,71065.81,26.85,4.09,290.02,4.48,0
2026-06-29,10,19,43483.05,15.4,2.71,250.74,4.41,0
2026-06-30,45,17,37362.75,4.39,2.08,295.8,9.73,0
2026-07-01,19,16,41346.57,19.36,4.34,252.03,10.45,0
2026-07-02,11,8,77366.59,4.23,2.39,257.72,9.17,0
2026-07-03,13,7,69657.92,20.01,3.8,222.01,9.49,1
2026-07-04,8,12,46727.03,32.81,4.83,287.61,10.63,0
2026-07-05,40,9,62920.61,39.91,3.65,282.5,6.86,0
2026-07-06,4,14,33869.21,7.92,2.86,233.74,4.51,0
2026-07-07,47,1,57853.14,8.31,2.54,261.24,6.4,0
2026-07-08,31,10,43541.54,32.44,2.08,234.14,11.81,0
2026-07-09,28,17,56541.47,18.76,3.87,246.4,7.04,0
2026-07-10,11,17,29393.34,36.63,3.67,285.36,11.32,0
2026-07-11,43,17,41072.91,30.76,3.39,241.54,9.32,0
2026-07-12,1,4,52728.63,29.46,2.58,284.06,9.64,0
2026-07-13,49,17,52570.02,4.08,2.71,296.01,4.71,1
2026-07-14,47,18,28057.74,1.44,4.88,241.63,6.32,0
2026-07-15,38,2,35422.32,12.67,2.06,287.75,9.59,0
2026-07-16,24,8,56351.24,8.69,3.09,230.4,8.9,0
2026-07-17,47,13,54590.29,28.49,2.12,200.29,10.76,0
2026-07-18,31,15,59832.23,18.03,2.57,208.45,4.89,0
2026-07-19,41,9,52853.03,20.93,4.8,273.71,9.73,0
2026-07-20,46,3,34202.1,32.55,2.45,210.02,3.35,0
2026-07-21,26,3,44692.36,19.14,3.8,293.92,5.7,0
2026-07-22,49,2,57965.34,21.8,3.04,286.66,8.67,0
2026-07-23,5,1,34974.85,33.69,3.9,251.49,11.82,0
2026-07-24,20,14,33109.56,17.25,4.56,258.15,11.9,0
2026-07-25,41,17,45455.38,3.33,2.86,269.43,6.95,1
2026-07-26,11,13,54071.75,20.87,2.24,273.15,9.88,0
2026-07-27,33,19,22357.52,23.17,2.61,249.12,8.4,0
2026-07-28,38,15,46362.64,20.47,3.32,231.34,9.38,0
2026-07-29,27,14,57778.38,10.32,3.55,291.02,9.59,0
2026-07-30,34,2,60730.4,8.95,4.83,204.66,7.93,0
2026-07-31,15,7,34943.45,14.79,2.05,235.61,10.33,0
2026-08-01,32,17,55579.1,6.65,4.27,266.65,8.26,0
2026-08-02,21,18,64905.4,26.64,2.22,289.11,3.91,0
2026-08-03,46,6,59100.58,24.59,2.23,207.42,11.9,0
2026-08-04,5,8,43821.56,25.3,3.96,265.9,5.73,0
2026-08-05,6,2,14221.97,8.99,4.73,248.71,11.68,0
2026-08-06,38,1,53140.03,9.86,2.86,268.65,5.63,0
2026-08-07,22,16,73678.46,31.5,2.81,231.72,10.68,0
2026-08-08,18,7,62360.93,27.6,3.85,271.07,9.21,0
2026-08-09,14,11,61318.74,35.01,4.33,218.03,6.21,1
2026-08-10,10,15,52527.18,16.14,4.61,277.54,11.44,0
2026-08-11,46,13,63451.74,21.89,2.75,274.93,8.25,0
2026-08-12,13,2,54548.73,29.55,4.22,294.68,10.47,0
2026-08-13,31,14,23805.74,38.97,2.92,217.32,10.17,0
2026-08-14,30,6,63373.69,39.59,3.63,272.2,3.42,0
2026-08-15,3,9,37083.02,39.97,2.57,232.27,5.42,0
2026-08-16,30,7,51008.49,35.62,2.44,228.19,7.25,0
2026-08-17,6,18,61087.95,25.59,4.81,240.16,11.4,0
2026-08-18,29,9,38762.38,0.28,3.64,228.52,3.56,0
2026-08-19,8,4,35218.15,27.98,2.01,224.82,4.67,0
2026-08-20,44,9,57157.55,9.54,4.38,276.84,8.62,0
2026-08-21,45,4,33296.91,2.29,4.07,269.95,8.87,0
2026-08-22,43,12,47108.06,27.89,2.98,210.94,4.48,0
2026-08-23,44,4,66925.6,30.24,3.39,256.02,11.53,1
2026-08-24,33,14,74397.38,26.38,3.35,233.1,4.59,1
2026-08-25,17,7,23275.55,14.61,2.82,297.1,4.64,0
2026-08-26,48,13,46719.37,20.44,4.94,242.5,8.72,0
2026-08-27,11,8,69050.74,37.4,3.63,204.06,6.79,0
2026-08-28,13,5,44028.23,29.18,4.69,233.17,3.23,0
2026-08-29,11,12,61878.29,20.19,3.76,231.27,11.28,0
2026-08-30,31,13,63009.46,23.74,4.07,200.56,3.68,0
2026-08-31,28,14,40835.32,37.11,2.09,248.78,4.41,0
2026-09-01,44,18,56429.28,15.75,3.54,290.58,11.07,0
2026-09-02,6,4,57341.9,4.07,4.16,280.23,5.48,0
2026-09-03,41,18,63652.8,13.03,2.37,268.47,10.36,0
2026-09-04,16,7,25622.75,16.61,4.03,234.35,4.54,0
2026-09-05,4,15,69392.5,10.92,2.25,223.2,3.43,0
2026-09-06,35,6,60302.89,21.16,4.42,234.26,5.11,0
2026-09-07,48,16,33044.22,12.19,4.93,212.31,9.68,0
2026-09-08,26,8,48082.97,4.13,3.88,209.95,8.96,0
2026-09-09,12,16,62567.55,7.52,2.23,257.45,5.8,0
2026-09-10,11,16,33843.4,36.73,3.76,281.4,8.7,1
2026-09-11,37,3,36131.71,25.18,4.22,209.94,8.98,0
2026-09-12,25,17,50279.12,12.57,4.8,233.52,8.08,1
2026-09-13,18,9,43456.44,14.68,2.14,212.28,11.42,0
2026-09-14,19,3,53762.99,19.74,4.33,231.05,10.14,0
2026-09-15,23,7,62344.37,26.93,2.4,283.03,10.34,0
2026-09-16,38,18,54083.63,23.29,4.37,203.48,6.83,0
2026-09-17,18,12,49845.52,37.31,4.67,264.72,9.16,0
2026-09-18,26,19,62413.15,25.03,4.58,205.98,4.65,1
2026-09-19,6,16,48426.5,36.43,3.96,242.65,5.66,0
2026-09-20,4,17,38813.93,0.22,3.5,247.41,7.52,0
2026-09-21,44,15,67329.23,35.62,4.62,240.15,10.35,0
2026-09-22,29,1,13720.03,28.86,3.56,263.74,6.03,0
2026-09-23,34,2,50960.45,6.89,2.57,297.37,6.96,0
2026-09-24,17,8,44548.64,10.52,4.83,226.73,11.62,0
2026-09-25,43,2,36154.91,21.71,3.12,260.98,5.56,0
2026-09-26,43,19,54478.71,5.0,3.87,235.5,8.56,0
2026-09-27,16,9,56895.69,31.41,2.6,299.95,3.9,0
2026-09-28,2,9,37564.72,31.65,2.33,295.1,6.71,0
2026-09-29,34,13,29060.4,12.04,3.65,209.34,5.97,0
2026-09-30,8,6,30410.55,2.79,3.66,297.36,3.12,0
2026-10-01,13,15,77198.56,39.55,3.11,273.83,8.27,0
2026-10-02,42,19,78855.49,10.03,2.94,299.23,5.98,0
2026-10-03,8,15,50443.26,2.7,3.12,277.1,5.27,0
2026-10-04,30,18,29426.4,13.2,4.39,212.89,11.03,0
2026-10-05,32,7,47819.73,38.76,3.07,275.05,5.07,0
2026-10-06,36,11,16989.91,31.72,4.76,272.66,6.65,0
2026-10-07,47,8,54720.18,19.21,2.34,216.67,11.54,0
2026-10-08,30,6,35089.08,12.21,4.79,275.32,3.72,1
2026-10-09,1,8,31847.0,16.93,4.07,267.48,11.45,0
2026-10-10,43,2,64664.49,0.69,3.03,299.44,6.51,0
2026-10-11,39,19,47686.31,28.73,2.02,261.87,10.12,0
2026-10-12,17,16,62985.19,3.99,4.41,241.46,6.2,0
2026-10-13,20,7,68103.66,20.76,4.91,295.39,6.74,0
2026-10-14,24,10,48658.83,22.63,4.95,262.78,6.94,0
2026-10-15,22,12,49922.63,0.07,3.27,234.86,11.52,0
2026-10-16,29,17,65874.1,39.2,2.21,202.1,7.95,0
2026-10-17,22,7,41918.33,12.09,2.94,275.66,4.95,0
2026-10-18,44,8,67319.5,3.09,2.93,211.95,8.5,0
2026-10-19,9,7,19651.35,34.18,2.31,292.37,11.01,0
2026-10-20,37,4,44677.86,6.08,3.57,296.14,4.93,0
2026-10-21,10,3,52808.65,1.0,3.81,223.64,6.04,0
2026-10-22,36,19,31924.98,19.79,4.19,211.28,8.14,0
2026-10-23,37,15,55543.08,5.2,2.15,259.53,11.89,0
2026-10-24,28,4,52583.12,39.3,2.83,221.37,7.19,0
2026-10-25,28,9,39017.11,0.42,3.07,254.18,8.26,1
2026-10-26,42,13,38443.28,2.05,4.68,241.42,4.22,0
2026-10-27,43,18,36919.38,33.33,4.7,279.2,9.82,0
2026-10-28,21,16,26502.07,9.59,2.78,299.99,4.98,1
2026-10-29,24,1,74151.31,36.46,3.46,245.68,5.95,0
2026-10-30,42,4,46844.18,12.45,3.27,268.5,9.39,0
2026-10-31,40,18,29705.96,2.79,3.58,234.18,9.41,0
2026-11-01,2,8,48165.35,0.42,2.86,286.25,5.87,1
2026-11-02,8,16,53598.3,11.3,3.39,203.7,10.65,0
2026-11-03,48,11,37728.91,18.95,2.44,249.35,10.15,0
2026-11-04,27,19,44529.9,0.04,4.13,217.68,8.54,0
2026-11-05,22,19,69559.79,23.24,3.11,217.68,4.61,0
2026-11-06,37,18,32482.82,13.35,3.63,253.3,11.14,0
2026-11-07,27,19,41275.69,15.61,3.81,230.78,7.75,0
2026-11-08,29,11,19918.7,10.46,4.51,245.9,6.39,0
2026-11-09,3,3,77349.21,21.16,2.25,230.57,11.35,0
2026-11-10,44,8,59872.35,9.2,3.45,245.51,11.74,0
2026-11-11,13,19,49256.52,5.39,4.68,228.59,9.45,1
2026-11-12,45,10,39228.95,35.63,2.99,280.36,10.12,0
2026-11-13,10,16,38479.86,15.62,3.33,255.78,5.22,0
2026-11-14,36,5,45963.78,3.08,2.26,216.14,5.33,0
2026-11-15,9,9,57442.25,9.21,4.25,200.85,8.12,0
2026-11-16,27,8,34046.26,12.4,2.26,201.75,11.85,0
2026-11-17,34,11,43053.25,30.79,3.89,242.17,9.69,0
2026-11-18,1,16,62858.91,0.89,3.12,231.41,9.71,1
2026-11-19,32,7,74137.0,19.13,3.01,226.21,5.32,0
2026-11-20,25,15,58152.88,16.31,3.76,262.29,6.78,0
2026-11-21,29,17,40066.62,38.74,3.7,281.32,6.08,0
2026-11-22,7,6,47674.84,7.2,3.22,206.34,5.72,0
2026-11-23,49,15,56184.31,25.11,2.84,211.0,9.58,0
2026-11-24,3,8,45627.9,8.09,3.52,236.87,3.9,0
2026-11-25,20,7,60677.52,21.94,2.8,244.15,4.49,0
2026-11-26,20,2,39049.32,22.2,2.31,239.52,6.71,0
2026-11-27,30,13,74199.23,3.01,4.4,263.86,5.72,0
2026-11-28,35,6,48687.33,18.26,4.11,208.72,11.13,0
2026-11-29,35,5,40533.29,18.45,2.25,249.47,4.8,0
2026-11-30,49,1,58874.08,12.77,2.49,281.17,5.24,0
2026-12-01,39,18,35312.81,11.09,2.3,292.85,4.6,0
2026-12-02,27,15,52218.79,8.97,4.37,256.04,10.73,0
2026-12-03,26,10,71021.06,0.24,4.32,213.84,4.82,1
2026-12-04,14,3,31751.9,0.07,3.22,272.75,6.17,0
2026-12-05,17,5,67870.69,23.59,4.46,279.63,9.02,0
2026-12-06,18,13,30634.31,11.66,4.92,219.63,3.7,0
2026-12-07,45,8,62307.13,6.72,4.91,267.75,10.35,0
2026-12-08,29,2,35800.47,27.39,4.94,293.05,9.36,0
2026-12-09,20,9,67877.34,21.16,4.54,271.88,5.35,0
2026-12-10,27,17,41358.6,36.6,2.65,241.56,6.53,0
2026-12-11,18,18,44652.27,33.24,2.17,244.28,8.58,0
2026-12-12,4,13,35923.38,29.07,4.43,207.96,11.52,1
2026-12-13,1,1,13820.19,5.06,2.93,252.61,8.66,0
2026-12-14,1,12,32864.87,26.64,3.01,280.27,5.28,0
2026-12-15,26,5,24731.83,27.76,2.22,297.85,7.34,0
2026-12-16,45,8,19371.71,30.53,4.14,239.93,7.05,0
2026-12-17,20,15,54409.1,10.53,3.29,243.54,7.79,0
2026-12-18,23,3,72873.01,25.61,2.61,205.48,7.67,0
2026-12-19,10,6,76960.28,24.73,3.96,277.51,6.28,0
2026-12-20,11,13,32561.04,15.41,4.94,271.67,10.85,0
2026-12-21,41,12,48351.24,26.54,3.5,240.29,5.97,0
2026-12-22,41,19,67471.81,3.47,3.82,270.93,7.77,0
2026-12-23,5,18,30326.01,25.74,2.49,262.3,5.35,0
2026-12-24,1,1,68054.07,24.24,2.48,276.9,6.91,0
2026-12-25,17,7,68300.68,8.42,3.37,231.41,9.13,0
2026-12-26,22,12,20808.3,32.73,4.53,265.08,9.82,1
2026-12-27,34,10,14658.76,34.98,4.73,262.56,10.26,0
2026-12-28,45,12,43996.26,8.42,3.93,209.05,9.63,0
2026-12-29,41,11,64071.12,3.04,3.08,228.1,7.2,1
2026-12-30,29,4,27204.09,24.14,4.25,286.02,3.34,1
2026-12-31,4,19,19425.42,19.2,2.88,215.61,7.72,0
2027-01-01,5,6,50965.5,17.1,2.66,237.96,3.5,0
2027-01-02,11,9,59491.39,30.44,4.39,222.52,11.7,0
2027-01-03,21,10,39797.25,38.79,4.25,214.02,6.4,0
2027-01-04,35,5,41023.19,19.11,4.65,213.64,7.53,0
2027-01-05,12,13,59400.32,0.25,3.73,234.8,4.17,1
2027-01-06,26,9,36951.19,23.85,4.69,280.35,11.96,0
2027-01-07,19,2,38077.0,26.16,2.08,296.63,7.43,0
2027-01-08,45,18,54159.3,33.12,2.76,257.18,5.68,0
2027-01-09,7,1,55834.97,7.98,4.41,263.52,4.74,0
2027-01-10,47,12,46641.11,20.97,3.27,277.87,8.85,0
2027-01-11,7,10,72267.26,17.89,2.72,266.18,6.93,0
2027-01-12,26,2,61246.6,26.58,4.39,284.83,5.86,1
2027-01-13,40,9,44735.93,2.56,4.47,288.41,3.09,0
2027-01-14,5,2,30639.35,35.36,3.37,262.77,3.33,0
2027-01-15,21,14,64871.34,20.45,3.4,253.31,9.24,0
2027-01-16,14,11,65397.14,35.08,4.34,239.11,7.32,0
2027-01-17,4,11,48514.61,13.61,4.31,246.16,10.64,0
2027-01-18,23,17,54153.23,26.14,4.6,234.55,9.78,0
2027-01-19,42,4,60518.65,38.27,3.94,242.7,8.16,0
2027-01-20,20,13,74046.55,37.74,2.56,289.97,8.05,1
2027-01-21,15,7,63308.89,37.76,3.65,297.24,9.71,1
2027-01-22,45,16,56675.26,1.72,3.15,236.15,9.67,1
2027-01-23,29,1,63946.25,16.12,2.08,222.06,6.01,0
2027-01-24,8,13,67266.86,2.43,2.59,207.82,3.95,0
2027-01-25,41,1,54060.79,12.38,2.62,283.69,9.95,0
2027-01-26,48,11,63762.94,6.98,2.25,287.07,5.01,0
2027-01-27,19,6,39855.37,24.81,3.36,245.05,10.12,0
2027-01-28,48,3,65528.99,31.23,3.52,254.24,8.56,0
2027-01-29,39,12,39980.03,20.53,3.02,273.98,6.22,0
2027-01-30,46,5,34875.03,31.82,3.24,237.59,10.67,0
2027-01-31,28,9,48067.36,0.51,3.65,220.15,9.22,0
2027-02-01,46,12,29873.63,32.82,2.36,211.47,7.91,0
2027-02-02,27,10,41052.48,7.13,3.69,223.52,5.71,0
2027-02-03,4,19,55677.11,18.44,4.13,264.53,11.88,0
2027-02-04,15,5,54168.86,17.7,4.62,234.77,10.55,0
2027-02-05,35,5,59593.38,34.93,2.9,286.77,4.23,0
2027-02-06,37,9,59825.05,38.64,4.24,208.75,10.26,0
2027-02-07,1,17,55613.15,10.2,3.82,241.64,4.08,0
2027-02-08,3,10,37225.27,2.7,3.51,225.7,5.23,0
2027-02-09,47,1,63849.05,26.02,4.76,288.77,11.62,0
2027-02-10,24,16,48355.74,20.11,3.86,280.62,10.83,0
2027-02-11,27,15,53604.07,22.63,3.1,298.43,8.45,0
2027-02-12,40,17,51561.61,1.85,4.14,211.93,9.29,0
2027-02-13,36,13,73619.01,31.01,4.88,278.22,3.81,0
2027-02-14,34,1,32076.87,9.29,4.75,212.59,5.99,0
2027-02-15,29,8,44853.14,13.4,4.94,215.5,5.9,0
2027-02-16,24,5,57970.32,9.13,2.29,203.92,3.29,0
2027-02-17,24,6,50328.63,37.84,3.33,246.47,9.34,0
2027-02-18,42,14,42729.53,6.75,3.3,212.59,5.77,0
2027-02-19,4,11,21229.45,29.29,3.15,234.84,8.7,0
2027-02-20,3,6,45696.04,9.83,2.54,227.62,3.25,0
2027-02-21,34,11,55436.37,17.0,4.5,297.64,3.01,0
2027-02-22,49,13,58152.72,39.84,4.02,265.83,4.53,0
2027-02-23,23,12,47478.89,4.02,3.82,241.05,9.33,0
2027-02-24,23,2,52669.65,35.25,3.34,287.85,8.44,0
2027-02-25,45,3,32847.75,37.84,3.17,206.38,4.81,0
2027-02-26,5,4,55841.04,27.93,4.36,233.43,7.71,0
2027-02-27,31,17,50141.57,0.4,3.58,251.46,8.57,0
2027-02-28,41,6,52478.14,32.83,3.82,205.39,11.45,1
2027-03-01,6,7,46708.34,35.29,2.3,214.59,9.86,0
2027-03-02,37,15,53192.34,39.24,3.41,289.5,4.22,0
2027-03-03,10,11,59519.18,33.57,2.39,217.96,5.43,0
2027-03-04,40,3,53831.88,17.82,2.16,292.17,6.63,0
2027-03-05,7,6,22656.73,27.55,4.07,209.61,3.95,0
2027-03-06,39,2,54142.48,19.41,2.82,288.82,8.0,0
2027-03-07,38,14,44181.99,14.12,4.9,245.37,11.16,0
2027-03-08,21,9,39377.08,25.06,3.82,257.33,5.76,0
2027-03-09,20,18,70237.59,30.79,3.94,228.16,11.86,0
2027-03-10,3,19,36012.27,25.44,2.59,227.33,5.24,0
2027-03-11,22,12,37704.81,33.06,2.39,249.21,7.25,0
2027-03-12,47,13,16379.16,7.05,3.58,235.58,6.09,0
2027-03-13,4,12,71607.72,14.95,4.78,207.77,5.77,1
2027-03-14,28,12,63367.18,12.5,2.17,235.37,6.4,0
2027-03-15,12,18,45016.57,7.77,3.52,225.47,3.29,0
2027-03-16,38,9,59192.0,17.73,2.6,284.96,7.79,0
2027-03-17,36,17,16616.33,37.91,4.35,283.85,9.67,0
2027-03-18,47,16,57129.29,21.52,4.05,214.15,10.77,0
2027-03-19,41,17,37143.98,11.46,2.29,273.01,5.92,0
2027-03-20,5,8,75106.29,14.16,3.85,245.08,7.95,0
2027-03-21,13,11,55513.14,24.52,4.95,286.85,11.04,0
2027-03-22,23,2,51965.1,14.11,3.58,227.4,10.2,0
2027-03-23,30,8,37689.43,21.53,2.86,208.81,7.18,0
2027-03-24,37,12,37783.24,10.97,2.46,280.05,4.48,0
2027-03-25,25,1,58888.3,13.84,4.97,286.84,8.02,1
2027-03-26,48,13,37548.98,28.23,3.69,284.05,11.91,0
2027-03-27,27,17,36959.26,23.38,3.12,232.93,9.82,1
2027-03-28,14,14,71106.27,3.74,2.64,203.09,10.63,0
2027-03-29,48,14,54313.25,38.93,4.85,213.96,4.7,0
2027-03-30,47,16,33557.17,1.97,3.88,291.94,11.14,0
2027-03-31,36,17,58276.2,3.32,2.17,236.41,3.13,0
2027-04-01,39,6,45814.1,28.06,2.18,288.02,10.76,1
2027-04-02,16,7,23512.66,28.32,4.82,298.08,5.15,0
2027-04-03,22,1,42514.87,0.76,4.13,239.57,8.6,1
2027-04-04,21,15,34271.28,25.71,2.31,277.64,5.64,0
2027-04-05,21,18,53836.66,1.33,3.87,216.91,4.22,0
2027-04-06,8,13,40166.27,38.43,3.26,238.37,5.22,0
2027-04-07,49,2,51363.53,27.85,4.37,270.52,7.26,0
2027-04-08,16,19,59993.9,7.46,2.82,220.71,11.28,0
2027-04-09,31,15,85414.4,6.32,3.15,231.98,6.5,0
2027-04-10,42,12,79698.52,22.79,2.5,256.38,3.5,0
2027-04-11,10,15,53348.74,25.34,2.76,269.12,3.21,0
2027-04-12,32,18,49210.94,33.25,2.57,235.69,4.89,0
2027-04-13,34,14,41073.62,36.13,2.07,237.68,3.47,0
2027-04-14,9,6,25353.53,15.7,2.14,210.99,6.34,0
2027-04-15,17,12,15705.29,33.76,4.51,298.41,6.46,0
2027-04-16,11,6,37359.44,21.7,4.41,261.22,11.75,0
2027-04-17,32,9,74561.67,18.82,2.42,253.03,5.76,0
2027-04-18,10,4,74046.46,27.96,4.0,221.14,8.39,0
2027-04-19,22,17,51074.65,4.13,4.24,248.8,10.37,0
2027-04-20,17,2,56978.24,10.62,2.15,244.73,7.62,1
2027-04-21,4,16,40929.24,32.67,2.27,225.86,9.27,0
2027-04-22,48,14,49547.74,20.16,3.69,244.63,11.77,0
2027-04-23,47,8,38357.4,36.32,3.12,220.35,5.92,0
2027-04-24,25,14,38330.45,3.55,4.1,271.02,3.67,0
2027-04-25,21,2,59188.07,12.54,3.67,290.88,6.87,0
2027-04-26,37,16,40920.6,14.22,2.09,200.26,7.87,0
2027-04-27,38,4,57382.49,16.91,4.05,255.63,8.22,0
2027-04-28,49,1,47792.13,39.47,2.61,273.23,9.65,0
2027-04-29,1,14,71268.08,12.43,2.94,290.72,11.08,1
2027-04-30,25,8,58285.12,20.75,4.21,235.84,7.5,0
2027-05-01,36,3,53664.89,21.44,4.31,290.72,4.29,0
2027-05-02,17,5,28545.15,30.83,3.04,282.56,6.63,1
2027-05-03,41,6,42642.36,20.71,2.27,252.52,4.4,0
2027-05-04,24,8,49245.74,24.23,4.31,225.69,4.64,0
2027-05-05,2,6,50818.42,30.13,4.61,265.28,3.02,0
2027-05-06,40,6,59948.43,4.05,4.89,226.06,11.37,1
2027-05-07,15,4,53090.3,38.54,2.95,234.88,9.71,0
2027-05-08,32,7,34501.58,33.85,2.37,246.7,3.9,0
2027-05-09,39,19,58881.71,15.55,4.81,249.8,11.28,0
2027-05-10,6,7,43080.99,29.14,3.2,218.91,10.83,0
2027-05-11,1,3,40287.03,30.49,2.28,269.38,11.19,0
2027-05-12,47,8,33459.3,34.01,3.5,299.19,3.88,0
2027-05-13,23,1,44730.07,7.53,2.57,224.39,3.72,0
2027-05-14,39,1,41641.85,28.15,3.07,255.45,3.61,0
2027-05-15,17,14,67411.12,1.33,2.96,245.47,11.7,0
2027-05-16,34,6,45987.35,4.62,4.96,230.78,8.94,0
2027-05-17,41,10,57982.42,31.04,3.92,241.98,4.6,0
2027-05-18,29,14,22958.92,32.52,3.48,273.27,11.36,0
2027-05-19,9,4,61166.48,23.7,3.54,241.47,6.99,0
2027-05-20,13,6,59620.75,23.27,3.81,250.68,10.07,0
2027-05-21,6,16,28164.08,29.98,4.62,247.72,8.73,0
2027-05-22,6,1,36922.36,36.24,2.44,255.52,8.85,0
2027-05-23,20,6,40055.09,16.84,3.8,229.12,6.96,0
2027-05-24,3,9,46959.57,4.59,2.97,250.97,6.55,1
2027-05-25,17,15,39426.36,33.56,3.71,213.48,4.46,0
2027-05-26,49,12,46325.58,13.67,3.55,274.14,3.64,0
2027-05-27,12,3,59803.45,5.35,2.09,211.09,11.35,0
2027-05-28,48,11,41627.49,24.58,3.75,278.5,11.43,0
2027-05-29,47,15,54458.71,23.12,4.13,282.55,8.77,0
2027-05-30,45,3,52633.08,18.97,2.74,201.91,6.49,0
2027-05-31,1,14,5637.12,34.39,2.32,283.08,3.23,0
2027-06-01,17,2,37882.6,10.89,2.63,264.82,7.03,0
2027-06-02,3,4,64784.96,0.53,3.91,209.69,8.93,0
2027-06-03,26,19,36578.99,12.94,3.41,299.79,5.7,0
2027-06-04,15,12,33937.52,0.39,4.6,261.55,6.08,0
2027-06-05,36,2,65538.4,21.74,2.85,240.09,7.25,1
2027-06-06,32,17,52301.66,15.13,3.1,288.52,7.45,1
2027-06-07,32,3,71858.9,32.56,3.58,204.16,9.69,0
2027-06-08,4,10,43028.01,31.9,3.38,271.73,7.5,0
2027-06-09,18,16,68032.01,17.39,3.64,214.37,10.61,0
2027-06-10,49,9,36667.35,8.66,2.94,255.25,7.34,0
2027-06-11,19,11,11473.2,16.9,2.5,209.59,3.29,0
2027-06-12,43,15,60099.09,25.65,4.41,267.91,4.27,1
2027-06-13,35,3,58598.49,7.61,2.12,246.49,9.46,0
2027-06-14,40,16,60093.22,30.92,3.11,200.67,7.07,0
2027-06-15,14,12,46901.93,13.22,2.26,207.14,7.15,0
2027-06-16,33,5,72004.26,37.29,4.21,270.3,11.8,0
2027-06-17,14,7,62982.63,20.47,3.1,239.95,8.14,0
2027-06-18,34,9,62373.78,33.89,2.09,267.22,4.05,0
2027-06-19,4,18,51824.81,24.64,2.23,238.98,6.9,0
2027-06-20,24,8,29795.02,22.18,2.6,236.17,8.05,0
2027-06-21,29,12,51014.71,27.29,4.36,285.49,3.34,0
2027-06-22,19,2,55391.85,32.46,4.4,285.48,6.28,0
2027-06-23,6,10,80492.06,25.78,4.99,291.98,11.71,0
2027-06-24,33,19,53990.66,31.89,2.72,282.3,9.76,0
2027-06-25,49,9,34308.74,7.62,2.18,212.74,6.35,1
2027-06-26,40,8,57009.33,11.1,2.85,206.65,5.36,0
2027-06-27,19,1,68862.83,9.19,2.54,205.84,5.55,1
2027-06-28,1,6,75628.47,31.93,4.13,298.02,10.46,0
2027-06-29,5,12,48396.49,3.45,4.91,250.12,6.61,0
2027-06-30,27,19,47006.18,31.83,2.82,211.52,10.59,0
2027-07-01,16,17,28829.69,15.56,2.99,254.43,11.18,0
2027-07-02,6,2,40949.84,3.18,3.05,271.03,7.18,0
2027-07-03,40,11,56492.22,16.98,4.57,209.45,11.51,0
2027-07-04,13,18,27142.08,12.02,3.73,234.64,5.7,0
2027-07-05,48,11,80713.28,23.68,4.92,218.78,5.34,0
2027-07-06,35,18,44649.99,18.9,3.88,297.54,3.97,0
2027-07-07,19,8,51805.39,11.87,4.12,231.82,5.21,0
2027-07-08,12,15,55132.13,34.49,2.27,269.05,9.95,0
2027-07-09,16,9,66937.17,16.27,4.86,291.84,6.63,0
2027-07-10,43,15,54000.68,18.83,3.88,286.32,4.33,0
2027-07-11,10,7,33978.43,33.87,3.56,239.4,3.96,0
2027-07-12,25,13,56327.07,3.56,3.16,231.09,7.41,0
2027-07-13,20,13,66905.67,15.6,2.23,280.92,7.85,0
2027-07-14,31,1,36579.56,16.11,2.4,220.52,10.15,0
2027-07-15,4,4,62000.49,19.83,2.04,271.73,9.43,0
2027-07-16,44,4,53813.74,4.24,5.0,283.53,4.5,0
2027-07-17,23,4,51427.24,4.11,4.36,284.92,5.49,0
2027-07-18,2,13,40400.18,16.66,4.39,200.89,9.24,0
2027-07-19,22,2,46666.33,1.32,4.19,249.99,4.63,0
2027-07-20,37,15,56578.6,10.2,3.45,235.76,10.23,0
2027-07-21,8,4,43637.35,8.05,2.26,297.89,8.92,0
2027-07-22,7,6,35310.72,19.58,2.22,254.41,7.83,0
2027-07-23,14,3,34698.05,0.45,4.75,242.74,8.8,0
